sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049,resnet_pca_050,resnet_pca_051,resnet_pca_052,resnet_pca_053,resnet_pca_054,resnet_pca_055,resnet_pca_056,resnet_pca_057,resnet_pca_058,resnet_pca_059,resnet_pca_060,resnet_pca_061,resnet_pca_062,resnet_pca_063,resnet_pca_064,resnet_pca_065,resnet_pca_066,resnet_pca_067,resnet_pca_068,resnet_pca_069,resnet_pca_070,resnet_pca_071,resnet_pca_072,resnet_pca_073,resnet_pca_074
PASD:ava_images___864250,PASD,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-2.6744742,-1.5878458,-0.34084454,1.2909491,0.124226876,1.9175203,-0.29873404,0.12080869,-1.653259,-2.7783418,-0.1742545,2.7520525,-0.75673604,-2.6584308,-2.4356682,1.2893114,-3.6503873,-1.6137004,-3.4710655,-1.7123536,-0.54243946,0.43612695,-0.49751773,-2.5729752,2.5149717,2.7389467,1.5572872,-0.18170118,-0.51173085,0.0054758787,0.080129616,-0.3141719,-0.016221054,0.031173885,-0.022411063,-0.17500207,-0.2358282,0.20952609,0.13829799,-0.2811662,0.29562432,-0.06213042,-0.0016606003,0.3354519,0.49970752,-0.047252268,-0.4633522,-0.15359281,0.47877365,0.2653483,0.41372657,0.0005570501,0.08842929,0.54767054,0.33635604,-0.30573145,0.046180066,-0.4805508,0.02981165,0.080163136,0.25671047,0.25259054,-0.04353454,-0.32404256,-0.25658897,-0.10339067,0.8529498,0.30672753,-2.4109604,0.40432483,-0.19834182,-0.3896319,-0.18018222,-0.37196976,0.2785594
PASD:ava_images___865616,PASD,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,-1.4804953,1.9123545,-2.5951886,3.1150227,-0.6555834,-1.433328,-2.6442955,-1.1415977,0.29885066,7.6427393,-4.143987,1.8700526,1.4037206,1.5886747,-1.229931,3.0808768,0.3633235,-4.546909,0.10556945,1.3621694,1.0814716,-0.6374856,-0.25233588,-0.44922438,0.26987177,-0.18485162,-0.36815983,-0.47481441,-0.17564708,-0.13652915,-0.01772751,-0.11393064,0.017248385,0.06958473,0.008095324,-0.07694247,0.14090583,-0.13021117,0.06796363,0.019510671,0.13781297,0.06491226,0.2051672,0.04148121,-0.07263545,0.0770181,-0.095917344,-0.10311966,0.037557207,0.19249731,-0.07184413,-0.12475778,-0.07749598,0.11382623,-0.041833848,-0.05498001,-0.10630374,-0.13675791,-0.09861815,0.040514216,-0.10090476,0.051650465,-0.00987532,-0.16487338,-0.10368535,0.09316239,0.13840102,0.08253336,0.070689976,-0.034761038,-0.1294252,0.09705115,0.0043657143,0.097089306,-0.2757664
PASD:ava_images___953752,PASD,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,0.9920335,-0.3206638,0.2962448,0.6468581,0.28606504,-2.8384488,-0.61216044,-1.0280771,0.6398669,0.06202852,0.06279603,-1.7800741,-2.1094444,-0.49261734,-0.68073803,-0.49876508,-1.5669501,0.49034908,0.1684833,0.09967975,-0.59221137,-2.790133,-0.22663212,3.0767527,-2.9585009,4.649951,-0.15902889,-2.3576536,-1.6346707,-0.11148152,-0.03100057,-0.0978865,-0.2209819,0.08538449,-0.02256383,0.028769433,-0.13992152,-0.01825532,-0.042983294,0.068863854,0.2992112,0.09503682,0.08727761,0.10389499,-0.08064291,0.21852061,0.13103554,-0.10404903,0.01664307,0.05550364,-0.0732601,-0.045820862,-0.027531132,-0.08948092,0.19541328,0.0009984076,-0.036239695,-0.040983215,-0.06210561,0.040323183,0.06432101,0.067683354,0.05250272,0.09076522,0.04108396,-0.080301896,0.076956406,0.043943107,-0.041626364,0.07838681,0.019710928,-0.13946047,-0.006386781,0.02056481,-0.027995557
PASD:blur_dataset___out_of_focus0685,PASD,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-2.0083728,-0.5843283,2.4868357,-2.595833,-0.19032513,-0.3342538,0.59860915,-0.5943668,0.16845143,-2.4358528,0.121290654,-1.3640475,0.64495295,6.207879,-2.9826953,0.49702683,-0.11100358,-1.78089,-2.8943243,-2.8428636,1.714164,0.5716312,2.4812872,2.0418499,-1.1372383,-1.8443569,0.69253296,-0.35190183,0.17051739,-0.7386432,0.12083898,-0.63378346,-0.021218553,-0.9702262,0.36458373,-1.0770838,-1.0582663,-0.12826374,-1.0127417,-2.9102838,0.31667048,-0.8376159,1.3071896,0.79391944,-0.1681821,0.34819147,0.23906948,0.020363852,0.39875263,-1.0539527,-1.9101868,-0.20848043,0.16980353,-0.70591325,-0.30887765,-0.2905614,0.21644022,-0.48318127,-0.25950056,0.32077092,0.3885253,0.052183762,-0.3505765,-0.30422246,-0.030690432,-0.15792558,0.062132105,-0.11604887,0.054040313,-0.09485787,-0.08137953,-0.12246583,-0.048078,-0.10838373,0.05947037
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-5.6171303,8.356677,-1.0702864,3.3681676,0.08868063,1.0976801,6.8606205,2.785078,-4.627205,0.7941702,3.2295222,-1.1422538,-1.8129945,-1.3695261,-4.3097534,0.38432348,3.109561,0.24758726,0.45605063,1.0773511,-0.24629,1.0442188,-0.07916787,0.09965465,-0.19510874,0.19329834,-0.187013,0.08455092,-0.06866461,0.061221838,-0.33672947,-0.53016734,0.047570102,-0.47953776,-0.54600173,-0.39148876,-1.7270715,-0.72672284,0.7216027,0.7878449,1.1044858,2.6780324,1.0469033,0.05683796,-0.42987728,0.3810243,-0.7251986,-0.9852332,-0.16904901,-0.1426126,-0.97370774,-0.45168388,-0.280845,-0.26303026,0.21189675,-0.049800247,-0.347168,0.72032106,0.19801459,-0.27976027,0.18792203,-0.89154,0.33746374,0.2572386,0.57725966,0.04777819,-0.087586924,0.18368137,-0.14749992,0.01699533,0.21077138,0.045854703,-0.09091169,-0.041565023,0.13292582
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,0.8285948,-1.4184568,-0.88464403,1.9353325,-1.2595755,-3.0080078,-1.2386845,-0.9545102,-0.78042746,-0.04830747,1.1289009,-0.6737671,-0.6027673,0.3530265,-0.6508984,-0.27902725,0.06304085,0.9134266,1.1324508,0.20215699,-1.6560507,-0.8261152,2.707891,-0.55053186,1.9238236,-1.2241417,-0.5243758,-0.9889657,-0.41008133,0.045553595,2.9645796,-0.49955317,0.0999479,-0.19171423,-0.23500185,-0.23961768,-0.34454674,-0.3703272,0.4575377,0.15791981,0.2175036,-0.23898564,0.008944355,0.2582127,-0.18299381,-0.059958078,0.31573874,0.20823045,-0.11041129,0.14148393,0.32228902,0.17712072,0.23078275,0.12692927,-0.118073046,0.276581,0.27843115,0.034103334,-0.18247306,0.45489466,-0.12311554,-0.11618663,-0.50207525,0.046047535,0.44394344,-0.6289256,-0.8239898,-0.360745,-0.092534006,1.7891884,1.1006331,-0.6909235,0.56469595,-0.00045024604,-0.29990172
PASD:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,PASD,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-5.63058,2.1408405,-3.640511,5.133211,-8.032671,4.129901,0.1713383,4.0351915,4.6345997,-2.2283814,-3.599948,-1.854698,-1.4432591,1.727071,3.2360263,-1.1501135,-0.96184075,0.9962927,0.21454863,0.4638074,-0.37242147,-0.012656331,-0.2132968,-0.17040613,0.2362746,-0.18505678,-0.25634772,0.08922279,-0.02727598,0.09465343,-1.2792025,-4.342574,-0.7364477,1.324272,1.2063118,-0.122409314,-0.39475137,0.23421225,0.25953984,-0.794306,0.0003913641,0.29615384,-0.27476937,0.2817936,-0.613576,0.2692047,-1.5762231,1.4525329,-0.48104164,0.7229881,0.49067813,0.7911906,-0.2556383,-0.58660203,-0.07361415,-0.3405364,-0.16732527,0.02885881,-0.045245677,-0.03715031,-0.12359387,0.074565604,-0.106807746,-0.010591291,0.057455987,-0.23238602,0.005169347,-0.09747997,0.15214103,-0.04537889,0.1584159,-0.12355249,0.0011782814,0.05837269,0.09776883
PASD:voc_emotic_ava___JPEGImages__2008_003883,PASD,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-3.1431084,2.8144655,-0.24579158,0.38799912,-0.104937695,-0.70364344,1.8522747,0.62816596,-1.4741919,-1.2698542,0.21791378,0.26237887,0.83876413,0.29807156,2.6659389,0.70878434,-0.80794024,-0.23453161,0.10091886,0.37696534,0.69682574,0.17840624,-0.2379598,-0.054856434,0.15371877,0.3127169,0.02899386,-0.017175555,0.055849254,-0.38905525,-0.73571163,0.5413345,0.81434155,-0.26113155,0.88102967,-0.10218446,-0.2693202,0.11369327,1.6508791,-1.3329111,0.3805834,0.7023635,0.62491703,-0.14711466,0.113974184,0.52480716,0.77430177,-0.2602234,-0.035739608,0.5055145,-0.2926746,-0.4622373,0.19245313,-0.5522638,-0.14253178,0.5297687,-0.7788463,0.044211417,-0.3252629,-0.81096053,0.18025056,0.528654,-0.1625835,-0.3890077,-0.3043166,0.2814007,0.43361354,0.3535878,-0.16829747,-0.33481055,0.07140717,-0.43433774,0.6692012,-0.2980137,0.100446895
PASD:voc_emotic_ava___VOC2012__2010_004399,PASD,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,0.263295,-2.2694995,-0.5849267,2.423725,-0.9889344,-2.5135562,-1.0758109,-0.86274815,-0.69386035,0.21385977,0.8818331,-0.75769985,-1.7247705,0.34153405,0.49779543,-1.665448,0.25105792,2.5887806,-1.4199791,2.1961932,6.670864,2.2808983,-1.7132211,-1.2411827,-0.18190324,0.048961908,0.6982065,-1.5677245,0.59465885,-0.17252117,-0.10747941,0.6665192,-0.20924366,-1.0092734,-0.4536761,-0.5454385,-1.8010308,-0.16732155,1.3247818,0.04503669,0.3196817,-1.3223741,-0.53232414,-0.63448733,-0.867901,0.3499,0.34275824,0.2604593,-0.12354724,0.43949372,0.052753583,0.68742836,-0.2649418,0.06734879,-0.0424107,-0.40737417,-0.23740609,0.22650719,0.46085474,0.22685261,-0.25856405,-0.047969744,0.3318932,-0.07620798,0.048666626,-0.076092854,0.20954435,-0.5495581,0.09482288,0.851987,-0.738486,0.6615599,-1.1465588,-0.09230079,-0.6351629
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-0.8524481,0.7035761,-3.26389,1.9475644,-3.9239206,-0.7973914,-5.1760273,-1.8851407,1.6085496,0.47215298,6.6517715,1.124682,2.8362882,-0.4159772,1.0520756,-0.2624006,2.8424234,-0.6114758,-1.4683241,-1.7620292,-1.6903183,0.7342673,-0.8834568,0.72856486,-0.3311625,0.27375716,-0.08406097,0.48923334,-0.25253195,0.14280212,-0.41642374,0.01011312,-0.045199625,-0.11407298,-0.3057813,0.020776093,-0.4439466,0.024000894,-0.045354694,0.24250863,0.51282096,-0.14504914,0.3016524,1.1375779,-0.04265821,-0.79493994,0.3246255,0.4446996,-0.059518866,0.5303042,0.10912287,0.21260762,0.5948546,0.32709712,0.10308128,0.4651057,0.67296726,0.031033605,-0.10776478,1.724672,-1.5312536,-1.6300313,-1.0944978,0.5739573,-0.10381499,0.10044527,0.23199613,0.012845278,-0.18282086,-0.5657209,-0.24448973,0.31782952,-0.062101685,0.09099308,0.10340135
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-0.610427,1.2978559,0.6999029,0.48649144,1.2147163,-4.4294176,2.8135548,1.1838423,-4.965998,-2.087538,1.4821311,-0.84823644,1.535214,1.7794273,7.246099,1.2666845,-2.8747578,-3.2850795,0.53768444,-0.13602549,0.025413066,0.1609573,-0.9550661,-0.2551023,0.26056004,-0.2997742,-0.34828365,-0.26386237,-0.6326552,-0.006690949,-0.17288552,-0.050171062,0.07595751,-0.0062770844,-0.3017113,0.043106854,0.01515466,-0.004200686,-0.16349334,0.2786374,-0.008801505,0.1510263,-0.053530663,-0.022933528,-0.02939815,0.1816143,-0.07445051,0.030158326,-0.012143567,0.084218316,-0.013052329,0.0010092556,-0.002441302,-0.08817242,0.038040787,-0.056784958,0.04073243,0.019579977,0.09788349,0.009455726,-0.036307856,0.05106418,-0.033133663,0.051392842,0.016406715,-0.0032421649,0.0906349,0.03558415,0.052213132,-0.032471236,-0.11240226,-0.08712266,-0.019405501,0.05147263,-0.061892033
SUPIR:ava_images___101816,SUPIR,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,1.4292893,-1.86005,-0.65152514,1.3360677,-1.2569497,-3.5191543,-0.64998895,-1.1747684,-0.8624999,-0.12319841,0.51785004,-0.2361104,-1.1529975,-0.021238197,-1.0735829,-0.14846358,-0.16473353,1.5161542,1.0540857,0.3959887,-1.3300445,-1.2098348,3.882006,-1.1404489,2.6124103,-1.1483625,-0.80889416,-1.0748496,-0.81051165,-0.55484456,-2.9915588,0.56913936,-0.12904364,-0.07523894,0.09309037,0.17028624,-0.36971223,0.07330896,0.07405777,0.047367454,-0.04185638,-0.1635012,-0.059385948,0.36931717,0.06184662,0.2279425,0.1332419,0.07432388,-0.06971737,0.12585594,0.15616831,-0.11946322,0.22393233,-0.2489442,0.31037873,0.22459412,1.093546,0.12894887,-0.83518255,-0.93558973,0.15228741,-0.22766481,0.40379846,-0.30016464,0.08940628,0.01625985,0.1070544,0.07454312,0.12439817,-0.11416766,-0.005232811,0.033644103,0.14423735,0.096104294,0.14089854
SUPIR:ava_images___158174,SUPIR,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-4.1623535,0.20480585,5.7460766,-5.2571187,-1.4273194,3.2759292,-2.9980774,2.6918445,-0.371198,3.2863138,2.9885702,2.837741,-2.3462787,1.4220908,0.6411388,2.4349823,-2.8278332,3.0915213,2.2292147,1.0601274,-0.49699888,0.39876962,0.31090486,0.0043124557,-0.54991215,-0.29765752,0.036812797,0.110254824,0.10489613,0.27918595,0.28739834,-0.17728528,-0.3979839,-0.34188616,-1.2581955,0.32103992,0.22131431,0.627208,-1.3887495,1.0252272,1.4735515,-2.0603824,0.20696753,-0.33256817,0.46936417,1.1070712,-2.035741,-0.8066971,-1.2157476,-0.0061296,-0.44038367,-0.5338564,0.21329586,-0.15136153,0.41493112,0.41769826,-0.47105467,0.20866781,-0.07265392,-0.13175265,-0.5577116,0.0945628,-0.6635537,-0.73023695,0.2783155,-0.008764446,0.14080153,-0.026922703,0.055952072,0.0022132583,0.080547124,0.06837184,-0.0551316,-0.018402494,0.054680064
SUPIR:ava_images___18037,SUPIR,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,8.77282,1.9972744,3.569182,2.6561234,0.15096626,2.8861563,-0.895438,0.28913793,0.17030972,-0.40405178,-0.82975316,-0.05244416,0.26930898,-0.86688966,0.45277908,-0.39674357,0.0010292232,-1.5644271,0.71956325,0.6998635,-0.80260277,5.688969,3.274839,-0.5897095,-2.2067142,1.6277193,-0.5765352,-0.37590796,-0.09537709,-0.21988207,0.015707463,-0.11037007,0.16306189,-0.14253551,0.100983605,0.041513383,-0.060185835,-0.0849365,-0.03958249,0.07752745,-0.031777576,0.03604497,-0.15518889,0.0060834885,0.16544592,0.048759885,-0.013050273,-0.09637317,-0.09052536,0.06832167,-0.0020343661,0.020446189,0.011324406,-0.075442925,-0.110640734,-0.22024861,0.0307042,-0.20820534,0.19009113,-0.19626792,-0.2218352,0.015198231,-0.034169205,-0.15971445,0.006865084,-0.012673497,-0.07340058,-0.0019630194,0.10730082,0.10770191,0.0057861507,-0.1641109,0.08836211,-0.29564118,-0.10138285
SUPIR:ava_images___217590,SUPIR,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,4.252866,0.61744165,1.9225335,2.007368,-0.12302185,0.33698678,-0.62665933,0.5877515,-0.48710558,0.079709776,-0.17176318,-0.06529504,0.12170637,-0.07855338,-0.3602652,-0.04737716,0.088704646,-0.1486918,0.21238947,0.39419776,-0.3973094,0.9738221,0.72990656,-0.20189908,-0.77710515,0.549667,-0.17556888,0.0675717,0.17694718,0.20994203,-0.15405874,0.23883098,0.36467028,-0.57491106,0.009283572,0.08188897,0.014097661,0.051210914,-0.32637787,0.0035497546,-0.13904612,-0.20940357,-0.21545923,-0.43967983,0.15094386,0.0128808245,0.04326579,-0.18627135,-0.13852811,-0.099973924,0.019646555,0.19942039,0.13980874,-0.048978385,-0.010250151,-0.28889272,-0.0083475225,-0.68767893,0.1784991,-0.16506006,-0.4584642,-0.2448907,0.56803834,0.047936756,-0.0367696,-0.15930755,-0.23887216,-0.5560926,-0.1845251,0.017991748,-0.1241906,-0.43571526,0.15600403,-0.4121759,0.14655422
SUPIR:ava_images___251530,SUPIR,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,8.656209,2.4972754,-9.28933,-7.4203353,-0.48248014,2.4004452,-2.1734529,4.687092,-3.0851393,-0.0023748856,-0.59314144,-0.5523887,-0.19143215,0.4603866,-0.59505475,-1.1072329,-0.55034375,0.7512045,-0.83935463,-0.18200326,0.67447567,-0.31964195,-0.44287124,0.52988833,0.6469126,0.14659093,-1.1494112,0.32689065,-0.083186746,-0.13321763,-0.3870706,0.52836704,0.8722151,2.5825014,-1.4716331,-1.9493878,-0.58577394,-1.3890222,-0.24757528,0.19453172,-0.511217,-0.22115831,0.18486461,1.2074138,1.9091747,0.54090595,0.6722785,-0.48238903,-0.8163975,0.34401685,0.33043215,1.0913036,0.4431129,-0.94747895,-0.067650855,-0.29214385,-0.54557925,0.089856535,-0.027240157,0.07308118,0.32728887,0.017676547,0.058906347,-0.030494627,-0.017533273,0.06914151,0.02606523,-0.15401345,-0.03694743,-0.058096673,0.0742992,0.024761543,-0.07298854,0.10339646,-0.10561527
SUPIR:ava_images___253900,SUPIR,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,1.2409562,7.4042587,0.5178341,-1.7786353,3.7913108,1.3313916,-1.8850923,-3.6266081,4.6246796,-0.6690996,1.242239,-2.7187502,-3.5858803,-3.0565937,0.6096337,-0.549044,-2.7232676,-1.9150612,-0.77515346,0.7493743,0.7963536,-0.1045651,0.038668096,0.44544855,1.0003083,-2.7289994,0.005891666,0.7016455,0.64490354,-0.07669273,-0.049926177,-0.20444271,-0.031050637,0.14140439,0.01380609,-0.50611436,0.045458645,-1.3063214,-2.1309335,0.43405795,0.88089854,0.30043852,-1.5316026,0.22511081,-1.6010275,1.0601091,0.71670735,0.4455657,1.5562491,1.0139421,-0.06250322,-0.6771126,1.5242088,-0.5022996,0.22252677,0.5324997,-0.41035727,0.24524224,0.13369301,0.08138193,0.00076648593,0.30326116,0.3335313,0.15139651,0.19345188,0.012111679,0.09637152,-0.0044127107,-0.12290415,-0.010474753,-0.04807213,-0.01666303,0.018397408,0.022917971,0.040363833
SUPIR:ava_images___273810,SUPIR,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-2.6506095,-3.4928815,4.549531,-3.309232,-1.8846443,0.04845667,-1.2985837,3.074624,-1.7712607,0.9258352,-1.7246106,1.8498018,-3.5504026,-4.3833413,2.12404,-4.010809,4.480265,-3.4335206,-1.1140766,-1.4760216,0.43449298,-1.21701,0.79760873,0.33511752,-0.7841412,-1.3452086,0.23735046,-0.38031054,-0.44725758,-0.6096166,0.18302189,0.31055585,-0.11200114,-0.1304194,-0.44636995,0.015573382,0.094940335,0.026492808,-0.081939876,0.33665657,-0.20945263,-0.014403224,-0.1968728,0.06581868,-0.12706432,0.18273655,0.17545964,0.14843528,-0.175506,-0.019933738,0.33838448,-0.45876902,-0.31344736,-0.3525051,-0.16773835,0.12996006,-0.25141296,-0.55757034,0.26160207,-0.36863267,0.4801154,-0.98261446,0.02139365,-0.1771702,-0.44134262,-2.6365798,0.2909521,-0.05448973,0.09343475,-0.33259484,-0.20342958,-0.017439261,-0.030650267,0.016746689,0.07541494
SUPIR:ava_images___295451,SUPIR,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-0.90772736,-1.9550467,1.6499822,-1.3028092,0.2799112,-1.0937166,-0.35079908,-0.026187718,-0.65746796,0.63541824,-1.3890724,-0.6207187,1.72387,0.4446341,-1.1827124,-2.36168,-1.3882636,0.49409038,-1.3487957,3.7196555,-2.8542814,2.148527,-2.059816,2.8526497,1.5680542,-0.94372654,1.2353759,-0.40431952,-0.8485963,-0.04557398,-0.2023135,0.0023516715,0.07941264,-1.243917,0.1071053,-1.4752233,0.5695933,0.68857974,0.53785527,0.19032083,-0.2217934,0.3258233,-0.64669883,0.0589429,0.0025717765,-0.3468023,-0.025229722,-0.12525706,-0.004222337,0.16980559,-0.013683826,-0.06924063,0.26932734,0.047377605,0.14690477,0.19092914,0.06310196,-0.15063018,-0.021246642,-0.11396355,-0.037856936,0.15090527,-0.16192353,0.012407418,0.07794911,-0.032985717,-0.52738243,-0.9758925,-0.19515285,-1.345495,1.1607181,-0.6918422,-1.2947727,-0.51949036,-0.34917456
