sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
PASD:ava_images___842206,PASD,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-15.457993,0.9920492,-3.7264385,-7.297239,-3.722786,-4.2582893,8.599096,-0.32390308,9.573724,0.69967747,0.74962735,-2.3208218,-2.839898,-2.094593,-9.262058,-1.5470148,12.831753,-2.074275,0.068703175,0.0012307167,-0.21951342,3.5220528,0.9338114,-9.167481,1.4131237,-2.98111,-0.75299597,-2.9394076,2.6882172,0.4934731,0.55058837,0.23721254,-1.2028916,-0.34260625,3.3507214,-1.0244308,-5.4236007,-6.352747,-0.46847105,-0.37883824,0.36367142,-3.925446,4.0871267,3.884869,2.3227592,-0.6444988,-4.5410337,-1.2804971,0.55987465,-0.5914897
PASD:ava_images___846773,PASD,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-22.176208,-14.809035,-13.867996,-4.227428,-2.4532266,-13.975387,5.994182,-13.49354,1.8081212,-8.000122,12.211854,2.3868198,-19.180986,17.389482,-45.444237,-64.56751,41.857895,-5.333806,-18.2302,19.348124,32.610905,75.07111,30.754227,-18.844517,-0.2391926,-3.4139233,11.990126,-11.748415,-1.636013,0.6029028,-0.9725666,-0.36751032,-0.21112055,0.15595579,-0.14091098,0.5611806,-1.8945785,-1.164378,0.43280852,0.039884567,-0.7413624,0.39146268,-0.1686784,-0.32275987,1.172617,-0.13836384,0.4093002,0.28108215,0.4915812,-0.84422183
PASD:ava_images___857447,PASD,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-20.336267,3.3020182,-5.301115,-19.911098,13.740658,-13.125964,16.358227,-5.841457,0.73304224,-5.642742,3.6040576,4.241023,-12.390875,21.615114,-25.851538,-63.804333,72.431206,-30.745941,1.3230848,25.69376,-50.054497,-61.942806,-33.544815,26.85625,0.18831348,11.208064,2.134171,7.1906147,-5.0922813,3.631697,1.9616363,-0.685622,-0.8800236,-0.33601308,1.9598857,0.22558689,2.3329353,-1.1388094,-1.4298868,0.8396379,0.54515517,-1.9484794,-1.2287498,1.5793929,1.893312,-1.1360433,-1.6858404,-3.2739499,2.9832678,-6.2935405
PASD:ava_images___864250,PASD,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-14.092028,-0.14401817,-8.904421,-9.071487,2.2315838,-0.43658066,25.778603,-37.454815,-8.0470495,12.965372,111.98898,107.02678,-16.46897,-24.113565,15.051009,11.735271,-5.5672574,-14.419334,1.2439141,-16.114931,0.8924906,-1.3654304,2.6999607,2.4194613,0.42264926,1.522255,-3.2443194,-4.5782394,2.2872667,1.8897798,0.0011707544,1.1320504,-2.12612,1.475607,0.2826085,2.0743623,-1.9853468,-0.31637,0.8611979,-0.33593565,1.9694711,-2.420444,2.3751826,-1.4441183,0.19052458,-1.0930028,1.8476441,-0.9391899,-0.004471898,0.20078456
PASD:ava_images___865616,PASD,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,20.871595,-14.753138,-11.198789,-20.120522,-16.79521,-15.965656,-84.16719,152.44377,-61.116524,38.283554,40.289955,2.0832663,1.5838227,0.29873508,-9.7115135,2.377477,2.16966,-3.765203,-1.1330509,3.7135196,-2.5107298,4.17694,-4.301336,1.763526,-4.770876,-1.1845689,0.95614386,0.5838433,0.64822197,0.482069,2.0080576,0.47262168,-2.068141,0.96929324,-0.1566006,1.6407738,0.7081981,1.344953,1.0005599,-0.7411099,1.585457,0.14032602,0.062146902,-5.1007385,-6.473984,-12.36739,15.690225,-5.3416204,22.75372,-1.0470635
PASD:ava_images___953752,PASD,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,237.79301,-47.651466,-31.756737,-1.6234903,-13.846655,0.9595289,19.961874,-17.793499,14.863551,11.6455345,-5.4402933,3.4867554,-0.46154642,3.133033,-2.2200117,-4.4081163,5.435498,0.03238225,-0.8363037,7.0425057,-2.3262424,-0.8753233,-2.8563828,-5.4877443,-2.0853722,1.251255,-0.74859047,-1.508178,2.4216137,0.81999266,-0.6239649,1.969089,-1.6216323,0.71980345,1.7229718,5.4385457,-2.1574721,-2.8699112,1.1152618,3.324489,0.6163012,0.0331378,-4.3924246,3.1946316,5.6583204,-17.185024,15.702249,-56.67265,-16.062613,-3.960117
PASD:blur_dataset___out_of_focus0685,PASD,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-1.9630871,-14.560545,-8.262982,-16.07082,-7.551342,-5.6958833,-3.7558553,-15.446819,-4.0821652,-16.421463,-7.2746916,-21.329079,-0.8918581,1.4846109,-1.5635157,0.6106291,-24.275259,-12.074039,-23.688921,-72.364006,-81.68519,67.84547,-42.606438,15.805898,7.866665,6.396596,1.5313725,6.733831,-7.4110813,0.6646277,-1.0819738,0.53441596,0.20279142,1.0950333,0.84125745,1.0838058,-0.23516655,-0.56769663,0.5128803,0.9218061,3.2983584,0.41574085,-1.0014417,1.383177,-5.365614,0.07017565,0.0035277605,-9.975676,-2.2238812,1.3413926
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-16.469759,-14.63595,-6.9212875,-10.68548,-0.13262811,-24.748009,-32.73721,27.174213,51.61632,-31.81736,-84.001396,107.40086,65.64213,18.806892,-9.211638,0.5691823,-5.474331,-0.47252297,5.1963067,1.0243211,-0.71621275,3.7663584,-0.16060019,-1.8387222,0.64027715,0.9925089,1.0542378,0.3948248,0.17591667,3.5671024,0.80584896,1.8215953,-2.7916148,3.900538,2.7124653,11.557333,9.438022,9.549246,54.163624,6.1362457,-3.7851124,-6.008345,-1.8804464,0.84679747,2.5664902,3.1540947,-4.8766985,0.26752567,-1.6918695,-2.5983212
PASD:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,32.731552,108.98723,13.63258,-26.228588,181.50299,59.91822,-9.449405,2.8807373,-26.370396,6.6625614,-10.2788925,4.3908463,7.204408,-2.4804769,-6.992545,3.8731372,-1.9185641,9.683834,-22.343315,-5.4981756,7.9476724,5.539111,-0.38751677,-3.032393,-2.0473566,-1.419527,-2.9681416,2.5838485,-5.2186356,84.04912,53.320683,-41.154743,6.975826,-9.8011465,-8.888983,-4.988663,-4.690996,-0.44450697,2.5009005,-7.4609566,-0.39151847,-1.710527,-0.47329187,0.51169586,0.080592155,0.5516925,0.033569813,-0.78380585,0.55022085,1.7123595
PASD:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,PASD,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-13.477582,-3.1710634,-16.130463,-21.518353,18.569614,35.81854,-40.974026,27.159733,170.6714,14.304808,52.20603,-37.758453,-21.14405,15.614423,2.5745728,9.597109,-7.998791,-5.450574,1.7100446,2.237409,3.6199214,-3.0947168,-0.674543,4.051325,0.84859025,-0.5469713,-0.6977868,0.6451447,-2.0679455,2.2148943,0.692014,0.30623293,-0.7048168,3.0075126,9.315796,4.8419905,4.5496054,-1.7067928,8.5734,-13.027354,49.523964,45.36718,-31.098347,-15.639309,-4.3625784,-4.3252907,3.6256187,6.2701397,-6.7500515,-3.432736
PASD:voc_emotic_ava___JPEGImages__2008_003883,PASD,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,1.6857586,-9.078815,-3.7727008,-5.051744,-2.2039988,-5.5721426,-12.287064,5.8725863,-6.212847,-4.4809313,1.0930214,-0.9036989,-2.4745286,-10.508511,8.891246,3.5918233,-2.0747893,-4.914659,-1.0635762,-1.2661262,2.9847748,0.9311919,-2.818705,-3.777041,0.86586916,4.7625065,-4.563853,-2.9433029,-0.58640575,-2.8113647,1.6196258,0.03378606,-1.5381749,-3.5625238,-1.5341084,-0.16239738,-1.0369911,-4.9804835,0.011731148,-0.3818816,-3.6081624,2.5080168,-2.239383,4.2336116,-1.3231621,-5.7295065,-1.8826227,3.260973,6.438934,-1.589377
PASD:voc_emotic_ava___VOC2012__2010_004399,PASD,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-6.331813,25.241894,9.492296,-10.542826,-7.2046137,-16.335142,143.18408,81.21101,17.910156,-29.203295,0.07436776,-16.415995,13.792543,-37.596878,-11.167096,0.81622106,-13.044329,-4.442632,0.93454266,-0.8500204,3.2918472,2.5653238,-1.373709,-6.0376797,3.3346972,-0.8675933,-2.4973655,1.7544103,3.9588528,25.151976,14.421057,55.217636,4.664601,-4.811263,-17.844278,61.90112,35.97026,1.0210336,-18.705957,-5.176087,2.784677,-6.892622,-0.03726065,1.9974389,2.5152097,2.4089046,1.1200359,2.9683673,0.03791547,0.099306196
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,38.748993,217.19296,52.565666,24.518225,-100.598755,-26.569695,-32.804844,-20.631691,8.150127,-7.818261,3.4163363,-0.6807194,-1.0678353,8.697233,-6.1292114,-2.6830966,0.49655247,2.3483682,-7.193491,-2.299612,0.7081078,-1.9107857,-0.6596469,-2.6570425,-1.0979712,0.16709042,0.32676268,-0.36878437,0.6853447,8.473475,5.5173306,-6.0164566,-26.07433,24.322481,-8.514058,3.2537553,15.625579,11.611206,-2.0705745,41.599506,-13.675677,39.927246,30.50676,-15.708967,-2.93995,-4.684252,-2.1702607,-1.6046565,-2.0875578,-1.7659116
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-7.096286,-7.842218,-7.5487223,-13.906472,0.4592382,-3.198494,-19.99278,-17.653103,-11.687277,-20.367226,-20.990425,-13.224272,-8.054734,-39.173435,19.714561,40.670765,-20.133087,-81.978264,-62.737854,62.706318,2.092003,6.4950705,-3.2907386,15.2183275,-7.3120894,-0.0028920174,6.641273,-5.0466375,0.42238426,0.095722795,-0.48583633,-0.3270507,-0.90710604,2.1473427,-0.94134957,1.1716754,-1.3586507,-2.0227888,1.231381,-0.19491327,-0.45793498,-1.1745791,1.0373204,-1.9619045,0.01293087,-0.08879852,1.376898,-0.5590718,-2.4209185,-2.1211653
SUPIR:ava_images___101816,SUPIR,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,0.7838974,25.534046,-8.049389,-13.926273,25.070194,-10.738454,1.2904363,-14.104021,-23.284538,-11.612158,-0.05973792,-10.51522,-14.056381,33.42811,14.548757,7.9598665,-30.562178,-30.632303,114.1453,43.57418,-18.571934,25.872467,9.949916,11.742248,4.2039185,6.4997416,5.239386,5.291936,0.94462204,-4.36866,-0.78063387,1.4498312,3.7954655,-2.6506658,-7.190229,5.843918,-6.119913,-4.6145134,4.895892,-20.558393,-11.829635,13.322715,7.6028166,-0.67164147,-15.79184,4.47789,-2.140895,-2.7256882,-1.4676979,-0.85274124
SUPIR:ava_images___158174,SUPIR,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-16.213541,-13.174564,-5.0872726,-13.281521,-65.405136,180.10141,9.345175,0.5608425,-25.564869,-21.478622,-3.9925098,3.4399261,21.649137,12.094993,0.09785199,-13.619986,-6.45577,2.9639797,3.460701,5.7194905,4.460018,-2.3411741,-5.178122,-1.6132822,3.1173658,-1.5904045,-0.3571043,-2.1889598,1.941823,0.008775532,-0.84423274,1.8554584,-3.510373,2.1835537,-0.2757814,-0.21033764,-2.7313538,-3.3532116,1.5554745,0.4864229,1.0746249,0.33047855,3.502973,-1.9211781,-0.19681549,-0.022527695,0.08910251,-7.0297384,1.5425874,6.2702417
SUPIR:ava_images___18037,SUPIR,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,-13.888563,-12.307801,-10.73493,-9.3625765,1.2646486,-14.521287,-7.1988044,-12.046172,-6.3279066,-11.102103,-2.975078,-12.078502,-5.447204,0.16310337,-7.7663403,-2.3238287,-9.0717535,0.8668064,5.4295163,-9.320226,7.0381618,-9.710474,-4.970135,-11.390919,-2.7790604,-14.663892,-14.137208,-1.51297,45.781418,3.2998157,-1.7412102,-1.9888253,0.049179077,-2.5131388,-7.275589,12.55938,-26.873802,7.8428288,-2.8188765,20.845331,8.39786,-2.6486754,-7.0612736,7.6117983,-13.059677,11.087022,1.5258274,-1.6791985,0.054294467,-0.16057865
SUPIR:ava_images___217590,SUPIR,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,-12.030346,-11.698678,-10.520161,-9.55821,1.1774824,-13.792748,-4.4223447,-11.096542,-4.62825,-11.281676,-2.688675,-9.568107,-5.7115307,-1.7278645,-7.031029,-2.610949,-8.584817,0.22769392,3.6688044,-9.522411,6.076242,-9.057142,-2.8480942,-11.596744,-0.746212,-11.261073,-12.902833,-0.06300737,40.16082,2.1999884,-2.1718621,-3.743711,-2.4708948,-0.5191937,-1.2927794,4.146124,-8.668892,2.5733736,-1.5135579,7.4261036,3.217566,-2.0639417,-1.1948707,1.15241,-2.738678,1.5234232,0.76259995,-1.0448754,-1.033881,-0.5628691
SUPIR:ava_images___251530,SUPIR,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,-13.268176,-11.512205,-10.489607,-9.411104,-0.79796845,-14.242685,-8.006738,-11.551189,-7.3432455,-11.325535,-2.874638,-12.212769,-5.5132246,-0.06567077,-2.9189444,-0.9484221,-7.2545457,-0.47295344,7.0332603,-10.941265,7.052205,-8.821661,-3.9648445,-7.596168,-3.5163426,-6.1728697,-9.184267,-2.4465141,18.149868,0.8140024,-0.34747595,1.0491399,-0.19007486,-1.1813998,-1.7061625,6.221754,-13.382902,-5.670162,2.834752,-2.9355297,-5.1155605,3.655795,1.9397368,-5.7874155,29.959051,-20.68777,-1.642748,8.359611,1.2526963,-4.9098983
SUPIR:ava_images___253900,SUPIR,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,-1.2045441,-14.745251,-7.099731,-5.9233117,-0.81627554,-14.593277,-11.286835,-8.871729,-11.002199,-17.400501,-4.0857663,-9.024367,-10.319149,-8.345247,-2.7992713,0.39295393,-10.338149,0.03134954,7.959659,-22.66935,24.157711,-20.153027,-10.5149555,7.345313,39.30772,-40.96123,60.292908,-1.7622174,-8.673559,3.481502,-1.5871695,-0.1745758,-1.1618137,-0.02214992,-0.92755884,1.2293406,-2.445005,0.924296,-0.826221,-2.4198277,-0.568825,0.17143738,0.51681626,-1.4008722,2.7549887,-1.2463248,-1.2738389,0.7125521,0.73479337,1.5207812
SUPIR:ava_images___273810,SUPIR,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-29.249372,0.32868195,14.898333,-15.5545635,-21.898481,10.867906,32.305977,-5.355859,4.86578,133.92485,-71.57188,23.161438,-73.8682,-4.3272634,2.3942392,-2.4955623,-14.452806,4.9794545,-1.059855,-1.4513707,3.0953474,2.1639414,-2.0771797,4.540103,5.5357156,2.6948128,-0.61282635,-0.22564703,0.18400192,2.5042422,0.47783816,0.5266379,0.001929462,-0.36554074,-0.34296834,1.500416,0.70445013,0.968181,-0.026557088,-1.4238145,-0.19622183,-4.2576814,1.2705883,-3.0569103,-4.7130623,-5.7259893,0.95665,1.616376,-3.5680385,0.02266711
SUPIR:ava_images___295451,SUPIR,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-17.141594,-9.995906,-4.1862636,-9.279484,-2.206941,-6.910152,-1.9017687,-12.827874,-7.822316,1.6630344,-3.3910232,-13.638503,5.441879,-1.1251056,2.5239017,3.6631231,-10.953304,-7.1511188,3.110743,-17.182926,-7.8982553,-22.326054,1.2454424,-68.93538,-47.670612,36.806248,40.164948,-7.79256,-6.4009533,-0.28488827,1.3494971,0.25239992,-0.25388426,-0.31397998,-0.26153207,-1.0448103,-0.816123,0.7323055,0.16505003,-0.094362974,0.84273946,0.3251238,-0.5449289,-0.37470937,-1.3684769,-1.3346264,0.5547446,-0.27298546,0.15957081,-1.0916066
SUPIR:ava_images___308473,SUPIR,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-4.340107,-13.526796,-9.683844,-11.254534,-5.1328983,-13.460468,-13.979057,-3.40312,-9.133574,-20.537285,-7.5003805,-13.960302,-6.2379904,-14.901083,2.3377283,-2.5190134,-0.80229044,-8.960479,-4.073021,-17.709318,11.020175,-18.740204,27.828753,-21.705502,80.95193,58.874016,-28.241562,-1.966691,-14.646986,-1.4445282,2.0946112,-3.788073,-0.69574225,-0.99045885,-1.2868798,0.021366835,-0.30711794,-3.2733607,0.6592697,1.9463934,0.8457781,-0.1203357,0.15437222,-0.6308056,-2.7102423,2.0429382,-0.3260342,-1.152709,-2.2842422,-0.0053767413
SUPIR:ava_images___321917,SUPIR,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,-5.218709,-15.412752,-13.162173,-7.8172307,0.7039199,-15.64349,-7.759783,-13.930391,-10.813192,-23.859154,-5.5369434,-12.158695,-9.469006,-1.2377421,-14.0402,-7.0772,-16.405107,11.736446,8.716774,-18.319569,66.87683,0.17211962,-41.404408,47.41072,-29.747238,34.148235,-7.1550846,-0.6643173,-11.779766,-2.4621735,1.9322655,1.5318794,-0.02045554,0.020304084,0.986801,-1.3253398,2.7677984,1.6178999,-0.055681825,0.117162585,-0.15391815,0.49968505,1.4221354,0.9295397,-3.6258879,2.4341621,-0.7818228,0.38584137,-0.18567812,-0.2813991
SUPIR:ava_images___360165,SUPIR,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,11.69138,-62.011684,204.0894,40.84887,19.149212,1.1663046,-6.6229763,0.97309494,4.4425306,-6.560794,6.6335087,-0.66549397,2.081924,1.0701768,3.7554538,-2.0188022,-0.12980413,-1.764068,3.4686909,0.16813564,-1.4115162,1.001327,1.9098529,0.669734,-1.0012186,1.147275,2.902102,-3.0293853,-0.5464287,-7.303315,3.2049055,1.3747294,-73.494995,-68.10901,-4.931893,-3.0938883,2.2914553,5.067302,0.8492623,-2.7964203,1.5471209,0.26157475,-1.2578108,0.5982747,0.25002432,0.67140436,-0.53104043,-0.1355164,-1.3649659,0.9636102
SUPIR:ava_images___426629,SUPIR,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,-13.306703,-6.8226957,-7.7653913,-9.444861,0.33957168,-11.429363,-3.6997247,-10.297122,-4.4584484,-9.971612,-1.0183474,-6.1203184,-6.336023,-4.0485272,-5.6506453,0.21645829,-6.6110425,2.914588,4.2943397,-10.107686,6.4912496,-7.841587,-6.230293,-8.211809,-2.47564,-9.916487,-10.25596,-3.778613,21.575338,0.56826496,-1.5624973,-3.472476,-0.10593277,-0.87969536,-1.901266,4.1386065,-12.223823,1.9675561,-0.9703827,5.5373797,1.5352184,-0.5279417,0.50301003,0.5544431,2.0184226,-3.7750454,-0.2533778,2.0101805,-0.33786523,1.7053173
