sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004
SUPIR:ava_images___751927,SUPIR,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,-11.731592,-6.586901,-4.9360614,-14.146322,1.3781602
SUPIR:ava_images___773899,SUPIR,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-5.607703,-11.014611,-7.6979427,-12.268575,-8.979762
SUPIR:ava_images___827653,SUPIR,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-5.8001213,-12.59263,-0.26448345,-7.491951,-6.110778
SUPIR:ava_images___842206,SUPIR,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-15.501822,-1.1049299,-4.4609523,-6.401928,-1.547236
SUPIR:ava_images___846773,SUPIR,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-21.031488,-14.9718075,-13.759644,-4.1195564,-2.6529727
SUPIR:ava_images___857447,SUPIR,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-20.361904,0.56001854,-6.7015,-17.621433,12.55544
SUPIR:ava_images___864250,SUPIR,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-12.848345,0.7700329,-10.16295,-7.931341,1.906516
SUPIR:ava_images___865616,SUPIR,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,17.361078,-15.775919,-12.316254,-19.716679,-18.29732
SUPIR:ava_images___953752,SUPIR,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,233.13245,-48.215015,-31.948288,-0.6215086,-11.247233
SUPIR:blur_dataset___out_of_focus0685,SUPIR,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-5.8467903,-12.916765,-7.4903765,-13.817099,-5.9747543
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-16.47406,-13.623359,-9.433526,-9.457277,0.6576388
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,29.400934,105.48079,5.4981585,-22.934212,180.69684
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-16.128899,-0.80954456,-15.965038,-13.489224,20.557167
SUPIR:voc_emotic_ava___JPEGImages__2008_003883,SUPIR,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-0.6614771,-2.7549343,-4.677019,-4.4694853,-1.2269981
SUPIR:voc_emotic_ava___VOC2012__2010_004399,SUPIR,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-7.3880396,34.897755,11.30447,-11.876032,-7.0058136
SUPIR:voc_emotic_ava___VOC2012__2012_004043,SUPIR,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,37.16265,206.39668,48.814384,22.538322,-95.99045
RealESRGAN:1024x768___4962875195,RealESRGAN,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-6.692395,-8.523759,-6.0487766,-12.831939,-1.0996213
RealESRGAN:ava_images___101816,RealESRGAN,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,-9.521101,3.3308086,-9.360916,-12.088543,12.526523
RealESRGAN:ava_images___158174,RealESRGAN,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-13.800307,-13.618747,-2.9185233,-10.260237,-74.08703
RealESRGAN:ava_images___18037,RealESRGAN,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,-14.525909,-12.195662,-10.434863,-9.328456,1.1786431
RealESRGAN:ava_images___217590,RealESRGAN,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,-11.286637,-11.555196,-10.781264,-9.792264,0.89094293
RealESRGAN:ava_images___251530,RealESRGAN,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,-14.094394,-11.324331,-10.174848,-9.595069,-1.2824941
RealESRGAN:ava_images___253900,RealESRGAN,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,-0.5396919,-13.626063,-5.6635785,-5.9282684,-2.8001812
RealESRGAN:ava_images___273810,RealESRGAN,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-27.054478,-1.7973385,16.881126,-15.698292,-21.604797
RealESRGAN:ava_images___295451,RealESRGAN,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-17.664125,-10.558408,-3.9192595,-8.889544,-3.685471
RealESRGAN:ava_images___308473,RealESRGAN,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-6.5340195,-12.467006,-9.828663,-9.940046,-3.7689164
RealESRGAN:ava_images___321917,RealESRGAN,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,-3.51729,-14.955001,-12.271761,-6.8370104,0.84996283
RealESRGAN:ava_images___360165,RealESRGAN,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,6.3280277,-57.384098,184.95218,37.462303,15.294794
RealESRGAN:ava_images___426629,RealESRGAN,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,-13.56893,-4.9910083,-7.3103323,-9.631987,0.71575177
RealESRGAN:ava_images___436880,RealESRGAN,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-4.229808,0.87576675,-11.051021,-15.144406,-4.50977
RealESRGAN:ava_images___46021,RealESRGAN,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-12.58613,-12.172918,-6.8139,3.6785784,-3.212626
RealESRGAN:ava_images___472713,RealESRGAN,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-4.5691414,-4.139751,1.799551,5.0833178,-2.7101617
RealESRGAN:ava_images___501777,RealESRGAN,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-10.25319,-9.306509,-5.209148,-11.579553,-0.05119869
RealESRGAN:ava_images___564572,RealESRGAN,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,-17.331553,-14.604678,-9.393408,3.8936691,-2.4034104
RealESRGAN:ava_images___588008,RealESRGAN,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,-13.728622,-11.312187,-11.010704,-5.18079,1.0272505
RealESRGAN:ava_images___645845,RealESRGAN,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,4.8337994,-1.3258438,-2.7137127,-8.889337,-12.06239
RealESRGAN:ava_images___699615,RealESRGAN,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,-11.3062935,-4.4138746,-58.384224,204.705,20.087696
RealESRGAN:ava_images___710191,RealESRGAN,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-15.3491955,-7.818287,1.7757874,-11.178877,-7.815953
RealESRGAN:ava_images___737450,RealESRGAN,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,-19.86014,-7.275768,-7.7416544,24.798304,-2.16646
RealESRGAN:ava_images___74410,RealESRGAN,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,-13.268534,-10.274042,-5.264419,-9.780886,0.59768236
RealESRGAN:ava_images___751927,RealESRGAN,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,-9.904504,-6.9955053,-6.781699,-11.222002,-0.72000253
RealESRGAN:ava_images___773899,RealESRGAN,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-6.736806,-8.825935,-4.844773,-11.674789,-9.20831
RealESRGAN:ava_images___827653,RealESRGAN,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-0.253232,-11.596286,-2.3577619,-7.426015,-8.883336
RealESRGAN:ava_images___842206,RealESRGAN,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-15.442838,-1.0369568,-3.0586085,-4.4534135,-4.4613776
RealESRGAN:ava_images___846773,RealESRGAN,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-22.101538,-12.630278,-11.22234,-3.4560351,-2.748883
RealESRGAN:ava_images___857447,RealESRGAN,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-22.105255,-6.5390034,-7.2779074,-17.69685,7.1151614
RealESRGAN:ava_images___864250,RealESRGAN,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-12.909215,-0.8708992,-9.0103,-6.3764515,1.7190436
RealESRGAN:ava_images___865616,RealESRGAN,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,19.443731,-12.665886,-9.659746,-20.230356,-19.240225
RealESRGAN:ava_images___953752,RealESRGAN,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,233.65875,-48.55799,-29.922094,-1.1458783,-15.021181
RealESRGAN:blur_dataset___out_of_focus0685,RealESRGAN,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,0.28974724,-13.413286,-5.8017917,-14.228416,-6.9871826
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-15.311356,-10.907849,-5.1280093,-8.032882,-0.19203399
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,25.58806,89.31468,3.8459196,-25.130527,156.81294
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-18.267517,-4.272656,-15.37673,-15.400454,14.174938
RealESRGAN:voc_emotic_ava___JPEGImages__2008_003883,RealESRGAN,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,3.7938023,-8.526156,-6.8240943,-6.1307716,-2.3230023
RealESRGAN:voc_emotic_ava___VOC2012__2010_004399,RealESRGAN,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-2.8988428,37.15443,7.313944,-7.0632195,-8.759023
RealESRGAN:voc_emotic_ava___VOC2012__2012_004043,RealESRGAN,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,27.737177,175.09146,40.653816,21.250494,-86.33096
