sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,38.748993,217.19296,52.565666,24.518225,-100.598755,-26.569695,-32.804844,-20.631691,8.150127,-7.818261,3.4163363,-0.6807194,-1.0678353,8.697233,-6.1292114,-2.6830966,0.49655247,2.3483682,-7.193491,-2.299612,0.7081078,-1.9107857,-0.6596469,-2.6570425,-1.0979712
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-7.096286,-7.842218,-7.5487223,-13.906472,0.4592382,-3.198494,-19.99278,-17.653103,-11.687277,-20.367226,-20.990425,-13.224272,-8.054734,-39.173435,19.714561,40.670765,-20.133087,-81.978264,-62.737854,62.706318,2.092003,6.4950705,-3.2907386,15.2183275,-7.3120894
SUPIR:ava_images___101816,SUPIR,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,0.7838974,25.534046,-8.049389,-13.926273,25.070194,-10.738454,1.2904363,-14.104021,-23.284538,-11.612158,-0.05973792,-10.51522,-14.056381,33.42811,14.548757,7.9598665,-30.562178,-30.632303,114.1453,43.57418,-18.571934,25.872467,9.949916,11.742248,4.2039185
SUPIR:ava_images___158174,SUPIR,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-16.213541,-13.174564,-5.0872726,-13.281521,-65.405136,180.10141,9.345175,0.5608425,-25.564869,-21.478622,-3.9925098,3.4399261,21.649137,12.094993,0.09785199,-13.619986,-6.45577,2.9639797,3.460701,5.7194905,4.460018,-2.3411741,-5.178122,-1.6132822,3.1173658
SUPIR:ava_images___18037,SUPIR,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,-13.888563,-12.307801,-10.73493,-9.3625765,1.2646486,-14.521287,-7.1988044,-12.046172,-6.3279066,-11.102103,-2.975078,-12.078502,-5.447204,0.16310337,-7.7663403,-2.3238287,-9.0717535,0.8668064,5.4295163,-9.320226,7.0381618,-9.710474,-4.970135,-11.390919,-2.7790604
SUPIR:ava_images___217590,SUPIR,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,-12.030346,-11.698678,-10.520161,-9.55821,1.1774824,-13.792748,-4.4223447,-11.096542,-4.62825,-11.281676,-2.688675,-9.568107,-5.7115307,-1.7278645,-7.031029,-2.610949,-8.584817,0.22769392,3.6688044,-9.522411,6.076242,-9.057142,-2.8480942,-11.596744,-0.746212
SUPIR:ava_images___251530,SUPIR,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,-13.268176,-11.512205,-10.489607,-9.411104,-0.79796845,-14.242685,-8.006738,-11.551189,-7.3432455,-11.325535,-2.874638,-12.212769,-5.5132246,-0.06567077,-2.9189444,-0.9484221,-7.2545457,-0.47295344,7.0332603,-10.941265,7.052205,-8.821661,-3.9648445,-7.596168,-3.5163426
SUPIR:ava_images___253900,SUPIR,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,-1.2045441,-14.745251,-7.099731,-5.9233117,-0.81627554,-14.593277,-11.286835,-8.871729,-11.002199,-17.400501,-4.0857663,-9.024367,-10.319149,-8.345247,-2.7992713,0.39295393,-10.338149,0.03134954,7.959659,-22.66935,24.157711,-20.153027,-10.5149555,7.345313,39.30772
SUPIR:ava_images___273810,SUPIR,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-29.249372,0.32868195,14.898333,-15.5545635,-21.898481,10.867906,32.305977,-5.355859,4.86578,133.92485,-71.57188,23.161438,-73.8682,-4.3272634,2.3942392,-2.4955623,-14.452806,4.9794545,-1.059855,-1.4513707,3.0953474,2.1639414,-2.0771797,4.540103,5.5357156
SUPIR:ava_images___295451,SUPIR,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-17.141594,-9.995906,-4.1862636,-9.279484,-2.206941,-6.910152,-1.9017687,-12.827874,-7.822316,1.6630344,-3.3910232,-13.638503,5.441879,-1.1251056,2.5239017,3.6631231,-10.953304,-7.1511188,3.110743,-17.182926,-7.8982553,-22.326054,1.2454424,-68.93538,-47.670612
SUPIR:ava_images___308473,SUPIR,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-4.340107,-13.526796,-9.683844,-11.254534,-5.1328983,-13.460468,-13.979057,-3.40312,-9.133574,-20.537285,-7.5003805,-13.960302,-6.2379904,-14.901083,2.3377283,-2.5190134,-0.80229044,-8.960479,-4.073021,-17.709318,11.020175,-18.740204,27.828753,-21.705502,80.95193
SUPIR:ava_images___321917,SUPIR,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,-5.218709,-15.412752,-13.162173,-7.8172307,0.7039199,-15.64349,-7.759783,-13.930391,-10.813192,-23.859154,-5.5369434,-12.158695,-9.469006,-1.2377421,-14.0402,-7.0772,-16.405107,11.736446,8.716774,-18.319569,66.87683,0.17211962,-41.404408,47.41072,-29.747238
SUPIR:ava_images___360165,SUPIR,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,11.69138,-62.011684,204.0894,40.84887,19.149212,1.1663046,-6.6229763,0.97309494,4.4425306,-6.560794,6.6335087,-0.66549397,2.081924,1.0701768,3.7554538,-2.0188022,-0.12980413,-1.764068,3.4686909,0.16813564,-1.4115162,1.001327,1.9098529,0.669734,-1.0012186
SUPIR:ava_images___426629,SUPIR,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,-13.306703,-6.8226957,-7.7653913,-9.444861,0.33957168,-11.429363,-3.6997247,-10.297122,-4.4584484,-9.971612,-1.0183474,-6.1203184,-6.336023,-4.0485272,-5.6506453,0.21645829,-6.6110425,2.914588,4.2943397,-10.107686,6.4912496,-7.841587,-6.230293,-8.211809,-2.47564
SUPIR:ava_images___436880,SUPIR,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-8.845198,-1.304656,-11.330932,-18.879154,-2.2743864,-9.403469,-23.827684,-4.057211,7.294753,-9.730121,-11.619944,-6.4364595,6.6467195,-83.83028,89.26778,-36.65174,29.468754,47.78239,12.765255,17.275944,-5.9691534,13.665214,-9.099974,-1.9938965,-4.9376497
SUPIR:ava_images___46021,SUPIR,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-13.262516,-12.972726,-6.9310446,1.8690042,-3.181894,-12.620236,-4.3821583,-14.481195,-8.505444,-8.05463,2.0626724,-5.50921,-4.6595287,-1.1552299,-11.324653,-3.746852,-10.053375,0.7534858,-4.6514797,-0.104756355,10.783329,-4.7291975,3.1514833,-25.10926,-11.304652
SUPIR:ava_images___472713,SUPIR,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-7.930728,-2.9713526,1.2791004,6.0760145,-2.5284135,-3.1918297,7.188309,-4.9254622,11.866139,10.879551,-0.26338685,2.7738628,8.426777,-1.6286846,0.0020320415,2.3302863,-1.4900277,-2.3968642,2.8670135,2.3514037,-9.175765,0.7693105,3.4038398,-6.8784127,-7.8515897
SUPIR:ava_images___501777,SUPIR,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-13.1610775,-10.106038,-6.1577153,-12.643948,-2.0656643,-6.5717974,-2.4400196,-0.5220642,1.677094,-2.6008224,-6.1112385,-2.2250862,-0.95611143,1.0690235,1.1652033,1.5644984,-9.040918,-0.7349973,3.361187,-6.032721,-0.30191875,-7.6929,4.1624255,-13.03756,-7.385531
SUPIR:ava_images___564572,SUPIR,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,-17.900135,-14.404182,-12.140533,4.4821806,-1.9180152,-17.293985,1.4895768,-17.846325,-8.828078,-11.848222,19.767,-2.1152735,-5.3305483,0.064651325,-47.275795,18.0375,-44.685406,85.3678,-22.606983,55.280415,-32.62718,-5.9540267,-0.22961593,7.4872236,7.09097
SUPIR:ava_images___588008,SUPIR,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,-15.260481,-12.858619,-10.406765,-7.6067786,-0.24518952,-15.606955,-6.529322,-12.428619,-6.344102,-11.382051,-3.3464983,-11.960482,-6.1134725,0.25791046,-9.149108,-1.4389096,-7.44341,-1.1881951,1.9704242,-8.204164,8.722568,-9.910848,-3.2074583,-11.440344,1.2712857
SUPIR:ava_images___645845,SUPIR,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,1.2984924,-4.291123,-4.962534,-9.335298,-10.691232,-5.383046,6.674215,-3.0298395,-6.186916,-7.293886,4.1688433,-2.5850973,-0.5889373,4.33108,3.7357686,-2.0235236,-7.5679646,8.848047,-0.4241767,-8.175225,5.92925,-1.0832529,-6.331991,-1.7792182,0.85907614
SUPIR:ava_images___699615,SUPIR,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,-13.478998,-2.7915745,-56.42961,194.56221,20.501263,11.765109,0.46117973,17.744797,-0.68222237,-5.1678524,-9.488248,2.5097256,-18.84926,0.43127143,7.192625,1.728897,4.655342,-4.857193,2.007882,-4.2365255,-4.97494,-1.3062248,-2.369849,-1.6178489,-3.2416582
SUPIR:ava_images___710191,SUPIR,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-15.85206,-6.3407454,0.30685425,-13.629477,-9.892957,11.284932,4.1183496,-12.271273,-9.623678,-5.739359,-11.030678,-11.3436985,-4.1314077,-4.915841,-20.588217,101.46033,91.54745,20.234034,17.990438,-4.1657467,1.2371656,12.352445,-5.304618,1.321682,-1.0527135
SUPIR:ava_images___737450,SUPIR,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,-22.920166,-5.707429,-9.974698,21.842793,-1.9365963,-14.746735,9.83112,-37.33909,-5.0711718,88.01098,24.64047,-35.320652,115.937195,-6.4547863,-8.506544,-3.8133864,-2.321607,-8.4514,4.6461234,1.6388249,4.9652166,1.2780161,2.1208699,9.163867,5.576852
SUPIR:ava_images___74410,SUPIR,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,-13.020606,-10.684522,-6.0285892,-9.156525,0.62282383,-14.166325,-0.98971844,-11.85651,-7.2301817,-7.3206496,-8.744221,-11.244822,-2.2087188,6.680876,-2.3524919,3.595466,-6.7418633,-5.893046,10.008308,-4.9756613,-1.9596009,-12.2114525,-4.4937186,-17.73145,-11.777653
SUPIR:ava_images___751927,SUPIR,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,-11.731592,-6.586901,-4.9360614,-14.146322,1.3781602,-28.884892,42.670918,8.134669,-16.75048,-1.4280272,6.685357,-7.3431625,5.6532607,119.386475,90.87227,11.198954,7.234624,20.53073,-39.970184,6.588982,8.62704,-0.95097876,3.249176,3.4994373,2.3450384
SUPIR:ava_images___773899,SUPIR,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-5.607703,-11.014611,-7.6979427,-12.268575,-8.979762,-2.8872843,-7.348555,-5.917127,-5.89661,-16.0448,-12.855025,-13.82068,-4.3475537,-10.24252,2.0897753,-4.0727873,-3.2846975,3.3505259,-1.377109,-33.235928,-15.954997,-19.354065,80.26508,42.58692,-26.43932
SUPIR:ava_images___827653,SUPIR,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-5.8001213,-12.59263,-0.26448345,-7.491951,-6.110778,-6.0080457,-0.019696236,-1.2922592,-3.8521526,-1.9006453,5.9895897,1.1355839,2.0524068,-0.7640596,-0.21955752,0.6635487,-9.191869,13.606888,-3.5444365,-2.1018448,-3.299479,0.81447697,-0.11954534,-5.6321936,2.95719
SUPIR:ava_images___842206,SUPIR,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-15.501822,-1.1049299,-4.4609523,-6.401928,-1.547236,-3.2846174,9.156248,-1.0448637,9.433331,0.9730387,0.9980743,-3.4276986,-3.1808872,-2.060038,-11.14613,-2.1240418,12.409584,-2.8787913,-1.3680925,0.27918816,0.36427665,4.0587463,0.44333437,-8.60135,1.1266261
SUPIR:ava_images___846773,SUPIR,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-21.031488,-14.9718075,-13.759644,-4.1195564,-2.6529727,-14.698694,5.628718,-13.1833725,1.0316877,-8.50214,9.168021,1.9048758,-17.448685,18.087175,-42.10897,-60.818005,38.18821,-4.705196,-17.224945,18.485786,30.510338,68.72263,28.306774,-15.940585,-1.7794356
SUPIR:ava_images___857447,SUPIR,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-20.361904,0.56001854,-6.7015,-17.621433,12.55544,-14.877596,13.514345,-6.4215565,0.7886877,-6.6468515,4.336319,1.6615839,-11.705743,20.021753,-25.172571,-60.34313,65.58046,-27.737131,-0.57155704,22.02738,-45.72415,-58.376457,-29.904629,23.875027,-0.64323294
SUPIR:ava_images___864250,SUPIR,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-12.848345,0.7700329,-10.16295,-7.931341,1.906516,-0.4860611,29.80003,-41.10684,-12.193876,12.838442,120.269264,115.59942,-16.67928,-21.012014,15.229062,12.909719,-3.4727116,-14.817293,-0.6664076,-16.841934,0.06917977,-1.6942468,2.5599532,3.8833084,-1.2562845
SUPIR:ava_images___865616,SUPIR,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,17.361078,-15.775919,-12.316254,-19.716679,-18.29732,-16.462513,-81.506516,142.8062,-57.536507,35.54374,38.098854,1.3280582,1.4238386,3.5570002,-8.866123,3.2712615,1.4218364,-4.1828523,-0.8016195,2.4207158,-2.28022,2.1288853,-3.392425,1.1392298,-4.6205807
SUPIR:ava_images___953752,SUPIR,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,233.13245,-48.215015,-31.948288,-0.6215086,-11.247233,1.7514629,19.842485,-20.696705,13.302897,12.818794,-6.7563057,4.0407066,0.2786479,4.4840407,-4.492502,-3.0985534,4.186756,3.2857661,0.7176018,2.6921964,-1.4924302,-1.4056587,0.30902204,-4.5031385,-2.6543236
SUPIR:blur_dataset___out_of_focus0685,SUPIR,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-5.8467903,-12.916765,-7.4903765,-13.817099,-5.9747543,-5.4340925,-5.0224195,-15.821181,-4.004606,-15.254486,-3.876975,-20.751637,-1.779006,1.1796126,-1.346616,0.7260325,-19.46447,-9.443099,-16.539661,-61.977077,-66.37723,53.713116,-33.202705,10.394776,7.1535444
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-16.47406,-13.623359,-9.433526,-9.457277,0.6576388,-24.073994,-32.208225,26.136326,53.98165,-29.074383,-83.019165,106.05295,65.67536,17.028025,-9.840761,1.5909538,-7.162592,0.31783783,5.4233704,-0.030833721,-3.0240383,3.6262455,-1.0218085,-2.22059,1.677828
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,29.400934,105.48079,5.4981585,-22.934212,180.69684,61.109108,-7.4681063,4.9985495,-24.476044,8.247946,-15.447113,1.9300575,7.196236,-1.9740074,-8.516188,-3.1797528,-0.727664,11.874651,-15.160831,-10.999539,3.283959,-0.40941525,3.1197371,-5.283856,2.2056098
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-16.128899,-0.80954456,-15.965038,-13.489224,20.557167,29.400066,-36.82323,24.804245,158.68198,11.56399,47.888817,-36.268845,-18.318089,8.344645,3.2755554,11.715748,-8.692661,-2.403619,2.5350626,2.5526757,2.7778318,-1.0766206,0.083295256,2.1444921,1.5659829
SUPIR:voc_emotic_ava___JPEGImages__2008_003883,SUPIR,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-0.6614771,-2.7549343,-4.677019,-4.4694853,-1.2269981,-8.27253,-9.899544,4.187497,-3.897719,-5.029291,-1.263066,-4.1144524,-0.9490113,-6.802903,4.198263,3.3279715,-5.41623,-4.173957,-2.1262364,0.035488605,1.2845446,0.20986605,-0.43473583,-4.2434278,0.3032781
