sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
PASD:voc_emotic_ava___VOC2012__2010_004399,PASD,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,0.263295,-2.2694995,-0.5849267,2.423725,-0.9889344,-2.5135562,-1.0758109,-0.86274815,-0.69386035,0.21385977,0.8818331,-0.75769985,-1.7247705,0.34153405,0.49779543,-1.665448,0.25105792,2.5887806,-1.4199791,2.1961932,6.670864,2.2808983,-1.7132211,-1.2411827,-0.18190324
PASD:voc_emotic_ava___VOC2012__2012_004043,PASD,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-0.8524481,0.7035761,-3.26389,1.9475644,-3.9239206,-0.7973914,-5.1760273,-1.8851407,1.6085496,0.47215298,6.6517715,1.124682,2.8362882,-0.4159772,1.0520756,-0.2624006,2.8424234,-0.6114758,-1.4683241,-1.7620292,-1.6903183,0.7342673,-0.8834568,0.72856486,-0.3311625
SUPIR:1024x768___4962875195,SUPIR,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-0.610427,1.2978559,0.6999029,0.48649144,1.2147163,-4.4294176,2.8135548,1.1838423,-4.965998,-2.087538,1.4821311,-0.84823644,1.535214,1.7794273,7.246099,1.2666845,-2.8747578,-3.2850795,0.53768444,-0.13602549,0.025413066,0.1609573,-0.9550661,-0.2551023,0.26056004
SUPIR:ava_images___101816,SUPIR,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,1.4292893,-1.86005,-0.65152514,1.3360677,-1.2569497,-3.5191543,-0.64998895,-1.1747684,-0.8624999,-0.12319841,0.51785004,-0.2361104,-1.1529975,-0.021238197,-1.0735829,-0.14846358,-0.16473353,1.5161542,1.0540857,0.3959887,-1.3300445,-1.2098348,3.882006,-1.1404489,2.6124103
SUPIR:ava_images___158174,SUPIR,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-4.1623535,0.20480585,5.7460766,-5.2571187,-1.4273194,3.2759292,-2.9980774,2.6918445,-0.371198,3.2863138,2.9885702,2.837741,-2.3462787,1.4220908,0.6411388,2.4349823,-2.8278332,3.0915213,2.2292147,1.0601274,-0.49699888,0.39876962,0.31090486,0.0043124557,-0.54991215
SUPIR:ava_images___18037,SUPIR,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,8.77282,1.9972744,3.569182,2.6561234,0.15096626,2.8861563,-0.895438,0.28913793,0.17030972,-0.40405178,-0.82975316,-0.05244416,0.26930898,-0.86688966,0.45277908,-0.39674357,0.0010292232,-1.5644271,0.71956325,0.6998635,-0.80260277,5.688969,3.274839,-0.5897095,-2.2067142
SUPIR:ava_images___217590,SUPIR,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,4.252866,0.61744165,1.9225335,2.007368,-0.12302185,0.33698678,-0.62665933,0.5877515,-0.48710558,0.079709776,-0.17176318,-0.06529504,0.12170637,-0.07855338,-0.3602652,-0.04737716,0.088704646,-0.1486918,0.21238947,0.39419776,-0.3973094,0.9738221,0.72990656,-0.20189908,-0.77710515
SUPIR:ava_images___251530,SUPIR,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,8.656209,2.4972754,-9.28933,-7.4203353,-0.48248014,2.4004452,-2.1734529,4.687092,-3.0851393,-0.0023748856,-0.59314144,-0.5523887,-0.19143215,0.4603866,-0.59505475,-1.1072329,-0.55034375,0.7512045,-0.83935463,-0.18200326,0.67447567,-0.31964195,-0.44287124,0.52988833,0.6469126
SUPIR:ava_images___253900,SUPIR,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,1.2409562,7.4042587,0.5178341,-1.7786353,3.7913108,1.3313916,-1.8850923,-3.6266081,4.6246796,-0.6690996,1.242239,-2.7187502,-3.5858803,-3.0565937,0.6096337,-0.549044,-2.7232676,-1.9150612,-0.77515346,0.7493743,0.7963536,-0.1045651,0.038668096,0.44544855,1.0003083
SUPIR:ava_images___273810,SUPIR,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-2.6506095,-3.4928815,4.549531,-3.309232,-1.8846443,0.04845667,-1.2985837,3.074624,-1.7712607,0.9258352,-1.7246106,1.8498018,-3.5504026,-4.3833413,2.12404,-4.010809,4.480265,-3.4335206,-1.1140766,-1.4760216,0.43449298,-1.21701,0.79760873,0.33511752,-0.7841412
SUPIR:ava_images___295451,SUPIR,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-0.90772736,-1.9550467,1.6499822,-1.3028092,0.2799112,-1.0937166,-0.35079908,-0.026187718,-0.65746796,0.63541824,-1.3890724,-0.6207187,1.72387,0.4446341,-1.1827124,-2.36168,-1.3882636,0.49409038,-1.3487957,3.7196555,-2.8542814,2.148527,-2.059816,2.8526497,1.5680542
SUPIR:ava_images___308473,SUPIR,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-2.2572422,7.0653543,-0.40398458,-1.6187787,4.691453,-2.051806,0.76511467,-2.4762127,0.43349725,1.8315449,-3.6837134,2.1246402,0.18838447,0.93180823,2.456927,-1.9716789,1.7964674,4.4508095,-1.6451056,-3.061471,-0.9345441,0.9678761,0.12911505,-0.40054402,0.517844
SUPIR:ava_images___321917,SUPIR,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,2.8005805,-1.2579715,-2.7908528,-0.38708526,3.902275,-1.3840046,0.31593144,2.5493996,2.7845738,-0.4703873,0.673082,0.07836616,-0.13131422,0.10897969,0.19345269,1.7639806,1.6359001,-0.27126637,2.1465387,0.11776779,-1.0690291,-0.26106304,-0.24447778,-1.3525829,-1.335897
SUPIR:ava_images___360165,SUPIR,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,0.7020841,-1.8599386,0.5245558,0.82808816,-0.21208239,-2.5634856,0.14945665,-0.3878028,-0.70685756,0.21157409,-0.028688729,-0.6185631,-0.48112482,0.09051832,-0.27169833,-0.11672253,-0.42807758,0.31495172,0.16068782,0.58269167,-1.3642844,-0.4263833,-0.37744108,0.3437218,-0.1860456
SUPIR:ava_images___426629,SUPIR,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,3.4574904,1.641115,-2.1916144,-1.479414,-0.2503215,1.4795754,-1.8627117,1.3317564,-0.8900964,0.2737664,0.00023680925,0.31595922,-0.6815794,-0.014257368,-0.17496264,0.49848148,-0.8269719,0.104772,0.09224725,0.92371255,-0.5995975,1.3377025,0.33791092,-0.91852987,-0.48360294
SUPIR:ava_images___436880,SUPIR,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-2.5264888,2.995645,-1.4146495,-0.6278767,-1.2288193,-1.5962534,-1.0294658,-1.0132428,0.28502613,-5.9111323,-1.5762304,5.7919707,2.9274495,-2.0400467,-1.2370828,-0.4050325,-0.73621297,0.2274759,2.925185,1.3447672,1.9026172,-0.46123827,0.6855642,1.6760701,-0.871171
SUPIR:ava_images___46021,SUPIR,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-1.0737687,-2.1390855,0.5818575,-1.633673,2.2886918,-0.40573668,3.3993683,3.4211817,3.7864487,3.5851884,1.6195936,-0.95972794,6.33011,-1.930034,-0.93343997,-4.406221,-2.8613377,0.11824858,0.19092478,-0.7025187,1.4104408,-1.0114329,1.4793915,-1.5856019,-0.61046445
SUPIR:ava_images___472713,SUPIR,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-1.0444375,-2.0711398,1.4965702,0.120499015,-0.82260203,-0.5645553,0.41365454,1.65732,0.36585742,-0.54150224,-0.78485453,-0.27222973,-0.5220957,-0.31827027,-0.11498824,-0.48261186,0.60803926,-0.77466273,-0.24866973,-1.4236747,0.20350757,0.4342307,-0.55317426,1.2802695,1.4125189
SUPIR:ava_images___501777,SUPIR,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-2.588871,0.3426087,0.6386502,-1.523005,-0.34010842,1.2762063,-0.3061134,-0.15392011,0.37156898,0.017893987,-0.37672284,-0.9326172,1.6103566,-0.24487954,-0.49799454,-1.4810785,0.4760033,0.77467895,-0.3028147,1.7204664,0.5083325,0.99200726,-1.8526299,-0.7214416,0.6692221
SUPIR:ava_images___564572,SUPIR,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,1.5424441,-2.759842,-0.011531353,0.030137122,0.6066161,-1.5115733,1.429554,0.84862363,1.1662767,-1.2676835,-0.96731424,0.2043041,-0.27164963,-0.8475894,-2.055758,2.4842932,-0.6791191,1.1827104,-2.0122252,-1.2524387,-2.1930666,0.4794749,-3.4139786,-2.53973,-3.7913177
SUPIR:ava_images___588008,SUPIR,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,9.043063,2.2172887,6.744409,4.689884,-1.0080777,3.039282,0.31789643,0.8130368,-0.5793838,-0.42844033,-0.08254853,1.2265425,1.6302311,1.06449,-0.30767488,0.0005120188,0.9218434,1.3061373,-0.5831875,-0.49253154,0.50569963,-3.6297455,-2.042158,0.3827069,1.3429441
SUPIR:ava_images___645845,SUPIR,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,1.220113,-0.43508947,-0.4333441,1.2248272,-0.9113811,-1.2776798,-1.1910373,-0.16384819,-0.20000565,0.54195833,0.3183324,0.12358183,-0.24755576,0.18411702,-0.2709458,0.3209595,-0.13384414,0.13541883,-0.7821411,0.20317337,-0.46944082,0.32760346,-0.3419251,-0.33425114,0.031623572
SUPIR:ava_images___699615,SUPIR,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,0.14501655,-3.6517124,-0.079826266,0.8453655,2.5441563,-1.2943671,1.2882217,3.8513818,4.523799,-0.961641,-0.29263768,-0.68801826,-1.1105106,-0.26363853,-0.41333532,2.5145535,1.9348749,-0.6657733,2.8119373,-2.4479315,1.0399961,2.2616932,-1.8384879,2.1832213,3.3880303
SUPIR:ava_images___710191,SUPIR,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-2.6263537,-1.1417521,1.7665919,-3.164214,-0.22786985,2.451853,-1.9818771,-1.5416113,-1.7337675,-0.87872165,-1.6974058,-5.1654954,3.5399187,-3.0595934,0.04905659,4.181596,1.8166167,1.8146926,-0.24248075,0.6905931,0.65475845,-0.36838305,0.80785465,0.27640608,0.30046588
SUPIR:ava_images___737450,SUPIR,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,0.787043,-2.138746,0.7179272,0.9698112,-0.13912918,-2.8952653,-0.022684759,0.26315123,-0.4401629,0.02499422,-0.9372216,-0.574059,-1.0240933,-0.042785402,-0.6326607,-0.15127027,-0.44450638,0.20550433,-0.35860416,-0.4912663,-0.22462094,0.34182084,-0.0084545165,0.6612437,0.041322112
SUPIR:ava_images___74410,SUPIR,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,4.1402354,-1.7832037,-0.98567855,-5.5215554,-6.3836613,2.0211408,8.802418,-6.097425,1.9338067,1.5938225,0.6308868,1.8891737,0.12742412,-0.37887868,1.1082674,0.52111995,0.39361328,-0.69652176,0.12836891,0.18099098,0.011142105,0.59414136,-0.010379896,0.53136015,0.9940295
SUPIR:ava_images___751927,SUPIR,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,0.97896206,-2.3536286,0.14264664,1.0794468,-0.79314643,-2.7592607,0.16454202,-1.1583068,-1.0300775,0.53314006,-1.0979719,-0.9314657,-1.6399059,0.16920738,-0.67900366,0.15240082,-0.5772429,0.93213344,0.19982158,0.12207873,-0.054288775,0.005356431,0.06844579,-0.2174904,-1.5706139
SUPIR:ava_images___773899,SUPIR,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-2.4100266,1.576484,2.2784572,-5.0944333,1.1657962,0.8047364,-1.7633353,-1.720618,1.425365,-3.5005982,0.040293902,-0.95140225,0.64247054,3.853125,-1.4127439,-1.8237774,3.0775547,-1.6299579,1.3676239,2.4626021,-0.75558746,-0.73216,-1.3679945,-4.186741,0.42783314
SUPIR:ava_images___827653,SUPIR,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-0.6632545,2.0462577,0.5795103,-1.0495465,1.2209705,0.8731785,0.05818315,-0.65458226,1.3200762,-0.10056862,-0.99576294,0.23849589,-1.1093142,-1.6086048,-0.61354864,-0.20240563,-2.0362725,0.8328401,-2.7757857,-0.64448375,-0.76748943,0.83089083,-1.009133,-0.50636387,-0.061612964
SUPIR:ava_images___842206,SUPIR,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-1.5506576,-2.1935508,-1.6595042,2.5017788,0.7519563,1.4831097,0.5330087,-0.36230314,-0.7902024,-0.8821156,0.34299943,0.48998636,-0.67100334,0.0806874,1.692036,0.29194015,0.18811464,0.27569032,-2.013936,1.2423258,0.7979367,-0.66530704,1.1386318,0.0028637946,0.2436918
SUPIR:ava_images___846773,SUPIR,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-0.8270047,-5.2964606,-3.5609374,2.3900464,7.149657,5.0662966,2.0065567,-0.33988923,0.8009452,-0.513827,1.2827022,2.7974555,-1.1791418,1.0339483,2.352098,0.85176134,1.6707724,0.15745845,-2.6976013,3.1934597,0.12247005,-1.3110182,1.9452132,1.0362945,-0.5974276
SUPIR:ava_images___857447,SUPIR,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-2.3168726,-3.7965772,-2.3783526,2.5417204,2.0898938,6.294162,-1.0019025,-4.396421,-4.0010242,0.9635597,-0.6199484,-1.9115779,0.088665664,0.6577478,-0.6476809,-2.7569246,-1.2652426,-0.46193632,4.3808217,-3.3420606,-0.39025456,0.30914092,-1.4409115,0.062470622,-0.54711616
SUPIR:ava_images___864250,SUPIR,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-2.82378,-1.9754891,-0.5113826,1.5045687,-0.16485174,2.3697994,-0.6944384,-0.23538433,-1.445774,-2.6189682,-0.16199282,3.3996422,-1.051521,-2.9668314,-2.1023529,1.2718067,-3.880004,-1.3859742,-3.9367888,-1.703526,-0.2883517,0.18791622,-0.041852593,-2.5220485,2.5889633
SUPIR:ava_images___865616,SUPIR,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,-1.1876956,1.9750919,-2.393813,2.7968805,-0.6259171,-1.8623376,-2.4174473,-0.9489118,0.29272282,7.420313,-3.9863286,1.9443076,1.3309383,1.5703022,-1.2929243,2.9312603,0.47967786,-4.2175574,-0.17795287,1.2964796,1.1276953,-0.63034225,-0.17078185,-0.5190822,0.22016853
SUPIR:ava_images___953752,SUPIR,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,0.888099,0.004526615,0.22205922,0.49845034,0.24340251,-2.732272,-0.6807546,-1.1820406,0.77990204,-0.127947,0.073495835,-1.9325197,-2.1619813,-0.3882418,-0.87043774,-0.59556675,-1.5232574,0.34457502,0.11802399,0.114617005,-0.34390622,-2.998497,-0.26618356,3.2501879,-3.053952
SUPIR:blur_dataset___out_of_focus0685,SUPIR,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-1.8647412,-0.88478816,2.814567,-3.5051148,-0.61564696,0.12521648,0.20985934,-0.94403124,0.3962137,-2.838612,-0.04682505,-1.3177772,0.7087788,6.3445625,-3.2434893,0.34035856,0.30986643,-2.0256383,-3.0523582,-2.4312527,1.6168616,0.53960365,2.3480084,2.0216491,-0.9410244
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-5.1430774,7.88004,-0.7997365,3.3778162,0.2709007,0.9478595,6.679354,3.1936116,-4.086741,0.9032447,3.4161413,-1.222791,-1.2664962,-0.98247415,-3.6540906,0.1999276,2.2398,-0.18829575,0.3049467,0.9777035,-0.1991334,0.6154211,-0.01795876,0.33224818,-0.52030754
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,1.0435405,-1.582964,-0.86361897,1.9445503,-1.3859624,-3.2164626,-1.190151,-1.0419896,-0.8487996,-0.076144025,1.1432996,-0.6233646,-0.85426295,0.41149643,-0.6878902,-0.46732017,-0.023082167,1.2358614,1.2363013,0.4536965,-1.5536461,-0.87234646,3.132091,-0.7471901,2.159208
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-4.9715123,1.863343,-3.199346,4.898565,-7.662617,3.9999526,0.5514736,3.726038,3.8930347,-1.8094088,-3.582429,-2.280391,-1.1086959,1.6481162,2.718437,-1.2811197,-1.3392643,0.86967164,-0.53724605,0.5565027,-1.2386043,-0.703128,0.5521437,-0.523924,-0.3361478
